TEAM_NAME,GAME_DATE,MATCHUP,PTS,FG3M,REB,AST,BLK
San Antonio Spurs,2025-01-25T00:00:00,SAS @ IND,98,11,44,22,5
Memphis Grizzlies,2025-01-24T00:00:00,MEM vs. NOP,139,19,43,38,4
Portland Trail Blazers,2025-01-24T00:00:00,POR @ CHA,102,11,47,17,6
Philadelphia 76ers,2025-01-24T00:00:00,PHI vs. CLE,132,21,43,23,6
Cleveland Cavaliers,2025-01-24T00:00:00,CLE @ PHI,129,25,37,30,5
Charlotte Hornets,2025-01-24T00:00:00,CHA vs. POR,97,9,46,20,6
New Orleans Pelicans,2025-01-24T00:00:00,NOP @ MEM,126,14,35,30,3
San Antonio Spurs,2025-01-23T00:00:00,SAS @ IND,140,18,57,43,10
Milwaukee Bucks,2025-01-23T00:00:00,MIL vs. MIA,125,18,55,32,6
Golden State Warriors,2025-01-23T00:00:00,GSW vs. CHI,131,25,52,37,6
Portland Trail Blazers,2025-01-23T00:00:00,POR @ ORL,101,9,42,23,12
Los Angeles Lakers,2025-01-23T00:00:00,LAL vs. BOS,117,15,53,27,3
LA Clippers,2025-01-23T00:00:00,LAC vs. WAS,110,13,55,29,7
Denver Nuggets,2025-01-23T00:00:00,DEN vs. SAC,132,13,56,30,8
Dallas Mavericks,2025-01-23T00:00:00,DAL @ OKC,121,14,43,25,3
Toronto Raptors,2025-01-23T00:00:00,TOR @ ATL,122,9,39,32,2
Atlanta Hawks,2025-01-23T00:00:00,ATL vs. TOR,119,13,36,30,2
Oklahoma City Thunder,2025-01-23T00:00:00,OKC vs. DAL,115,15,33,26,4
Sacramento Kings,2025-01-23T00:00:00,SAC @ DEN,123,15,53,31,3
Washington Wizards,2025-01-23T00:00:00,WAS @ LAC,93,11,49,24,1
Boston Celtics,2025-01-23T00:00:00,BOS @ LAL,96,14,42,23,6
Orlando Magic,2025-01-23T00:00:00,ORL vs. POR,79,6,44,17,6
Chicago Bulls,2025-01-23T00:00:00,CHI @ GSW,106,16,42,22,2
Miami Heat,2025-01-23T00:00:00,MIA @ MIL,96,12,50,26,3
Indiana Pacers,2025-01-23T00:00:00,IND @ SAS,110,13,31,31,2
Phoenix Suns,2025-01-22T00:00:00,PHX @ BKN,108,14,48,28,1
Memphis Grizzlies,2025-01-22T00:00:00,MEM vs. CHA,132,21,40,36,6
Detroit Pistons,2025-01-22T00:00:00,DET @ ATL,114,12,51,27,10
Oklahoma City Thunder,2025-01-22T00:00:00,OKC vs. UTA,123,12,39,20,4
Sacramento Kings,2025-01-22T00:00:00,SAC vs. GSW,123,11,38,24,7
Boston Celtics,2025-01-22T00:00:00,BOS @ LAC,117,19,32,24,4
Minnesota Timberwolves,2025-01-22T00:00:00,MIN @ DAL,115,11,39,26,8
Houston Rockets,2025-01-22T00:00:00,HOU vs. CLE,109,15,53,25,5
Dallas Mavericks,2025-01-22T00:00:00,DAL vs. MIN,114,8,38,24,4
Cleveland Cavaliers,2025-01-22T00:00:00,CLE @ HOU,108,13,45,25,5
LA Clippers,2025-01-22T00:00:00,LAC vs. BOS,113,9,40,24,6
Golden State Warriors,2025-01-22T00:00:00,GSW @ SAC,117,22,44,31,2
Utah Jazz,2025-01-22T00:00:00,UTA @ OKC,114,14,52,25,6
Atlanta Hawks,2025-01-22T00:00:00,ATL vs. DET,104,6,47,25,3
Charlotte Hornets,2025-01-22T00:00:00,CHA @ MEM,120,11,33,27,4
Brooklyn Nets,2025-01-22T00:00:00,BKN vs. PHX,84,7,52,16,1
Denver Nuggets,2025-01-21T00:00:00,DEN vs. PHI,144,16,51,39,4
Los Angeles Lakers,2025-01-21T00:00:00,LAL vs. WAS,111,11,50,30,10
Toronto Raptors,2025-01-21T00:00:00,TOR vs. ORL,109,13,42,29,6
Portland Trail Blazers,2025-01-21T00:00:00,POR @ MIA,116,15,47,25,5
New York Knicks,2025-01-21T00:00:00,NYK @ BKN,99,8,42,29,3
Brooklyn Nets,2025-01-21T00:00:00,BKN vs. NYK,95,12,47,21,9
Miami Heat,2025-01-21T00:00:00,MIA vs. POR,107,14,45,26,3
Orlando Magic,2025-01-21T00:00:00,ORL @ TOR,93,9,48,16,2
Washington Wizards,2025-01-21T00:00:00,WAS @ LAL,88,11,46,25,8
Philadelphia 76ers,2025-01-21T00:00:00,PHI @ DEN,109,15,25,34,4
Boston Celtics,2025-01-20T00:00:00,BOS @ GSW,125,20,50,33,9
Cleveland Cavaliers,2025-01-20T00:00:00,CLE vs. PHX,118,19,50,27,1
Chicago Bulls,2025-01-20T00:00:00,CHI @ LAC,112,15,54,25,6
Detroit Pistons,2025-01-20T00:00:00,DET @ HOU,107,10,52,21,5
New York Knicks,2025-01-20T00:00:00,NYK vs. ATL,119,9,39,31,1
Charlotte Hornets,2025-01-20T00:00:00,CHA vs. DAL,110,17,49,28,7
New Orleans Pelicans,2025-01-20T00:00:00,NOP vs. UTA,123,15,45,28,8
Memphis Grizzlies,2025-01-20T00:00:00,MEM vs. MIN,108,7,47,19,4
Minnesota Timberwolves,2025-01-20T00:00:00,MIN @ MEM,106,14,52,25,6
Utah Jazz,2025-01-20T00:00:00,UTA @ NOP,119,11,63,25,4
Dallas Mavericks,2025-01-20T00:00:00,DAL @ CHA,105,6,51,19,8
Atlanta Hawks,2025-01-20T00:00:00,ATL @ NYK,110,13,41,23,6
Houston Rockets,2025-01-20T00:00:00,HOU vs. DET,96,11,39,19,1
LA Clippers,2025-01-20T00:00:00,LAC vs. CHI,99,9,40,24,7
Phoenix Suns,2025-01-20T00:00:00,PHX @ CLE,92,10,34,22,5
Golden State Warriors,2025-01-20T00:00:00,GSW vs. BOS,85,14,38,28,3
Oklahoma City Thunder,2025-01-19T00:00:00,OKC vs. BKN,127,19,43,37,5
Sacramento Kings,2025-01-19T00:00:00,SAC vs. WAS,123,12,51,28,4
Miami Heat,2025-01-19T00:00:00,MIA vs. SAS,128,18,49,35,6
Milwaukee Bucks,2025-01-19T00:00:00,MIL vs. PHI,123,14,48,31,3
LA Clippers,2025-01-19T00:00:00,LAC vs. LAL,116,11,38,27,4
Denver Nuggets,2025-01-19T00:00:00,DEN @ ORL,113,7,57,24,8
Portland Trail Blazers,2025-01-19T00:00:00,POR vs. CHI,113,9,50,21,6
Chicago Bulls,2025-01-19T00:00:00,CHI @ POR,102,8,36,21,7
Orlando Magic,2025-01-19T00:00:00,ORL vs. DEN,100,12,39,30,6
Philadelphia 76ers,2025-01-19T00:00:00,PHI @ MIL,109,16,38,26,4
Los Angeles Lakers,2025-01-19T00:00:00,LAL @ LAC,102,9,33,26,6
San Antonio Spurs,2025-01-19T00:00:00,SAS @ MIA,107,15,44,28,5
Washington Wizards,2025-01-19T00:00:00,WAS @ SAC,100,10,46,19,1
Brooklyn Nets,2025-01-19T00:00:00,BKN @ OKC,101,12,41,25,3
Houston Rockets,2025-01-18T00:00:00,HOU @ POR,125,14,61,25,4
Indiana Pacers,2025-01-18T00:00:00,IND vs. PHI,115,11,50,30,4
Golden State Warriors,2025-01-18T00:00:00,GSW vs. WAS,122,14,55,24,7
Cleveland Cavaliers,2025-01-18T00:00:00,CLE @ MIN,124,17,47,27,1
Phoenix Suns,2025-01-18T00:00:00,PHX @ DET,125,7,50,25,3
Atlanta Hawks,2025-01-18T00:00:00,ATL @ BOS,119,9,55,27,10
Detroit Pistons,2025-01-18T00:00:00,DET vs. PHX,121,9,43,22,3
Boston Celtics,2025-01-18T00:00:00,BOS vs. ATL,115,15,53,23,6
Minnesota Timberwolves,2025-01-18T00:00:00,MIN vs. CLE,117,15,42,27,4
Washington Wizards,2025-01-18T00:00:00,WAS @ GSW,114,22,44,24,2
Philadelphia 76ers,2025-01-18T00:00:00,PHI @ IND,102,10,32,21,1
Portland Trail Blazers,2025-01-18T00:00:00,POR vs. HOU,103,12,40,28,10
Memphis Grizzlies,2025-01-17T00:00:00,MEM @ SAS,140,19,41,39,0
Boston Celtics,2025-01-17T00:00:00,BOS vs. ORL,121,17,41,25,3
Denver Nuggets,2025-01-17T00:00:00,DEN @ MIA,133,16,41,35,1
Milwaukee Bucks,2025-01-17T00:00:00,MIL vs. TOR,130,13,44,25,5
Minnesota Timberwolves,2025-01-17T00:00:00,MIN @ NYK,116,22,46,23,2
New Orleans Pelicans,2025-01-17T00:00:00,NOP vs. UTA,136,22,56,34,8
Dallas Mavericks,2025-01-17T00:00:00,DAL vs. OKC,106,16,43,25,7
Charlotte Hornets,2025-01-17T00:00:00,CHA @ CHI,125,13,44,26,2
Los Angeles Lakers,2025-01-17T00:00:00,LAL vs. BKN,102,12,34,24,7
Brooklyn Nets,2025-01-17T00:00:00,BKN @ LAL,101,17,45,28,6
Chicago Bulls,2025-01-17T00:00:00,CHI vs. CHA,123,14,45,34,3
Oklahoma City Thunder,2025-01-17T00:00:00,OKC @ DAL,98,20,46,24,2
Utah Jazz,2025-01-17T00:00:00,UTA @ NOP,123,13,40,30,8
New York Knicks,2025-01-17T00:00:00,NYK vs. MIN,99,14,41,19,4
Toronto Raptors,2025-01-17T00:00:00,TOR @ MIL,112,8,43,31,4
Miami Heat,2025-01-17T00:00:00,MIA vs. DEN,113,9,41,30,0
Orlando Magic,2025-01-17T00:00:00,ORL @ BOS,94,5,37,15,3
San Antonio Spurs,2025-01-17T00:00:00,SAS vs. MEM,112,13,40,29,8
LA Clippers,2025-01-16T00:00:00,LAC @ POR,118,10,50,23,4
Oklahoma City Thunder,2025-01-16T00:00:00,OKC vs. CLE,134,18,39,25,5
Indiana Pacers,2025-01-16T00:00:00,IND @ DET,111,13,40,28,8
Phoenix Suns,2025-01-16T00:00:00,PHX @ WAS,130,16,47,33,4
Sacramento Kings,2025-01-16T00:00:00,SAC vs. HOU,132,14,44,32,3
Houston Rockets,2025-01-16T00:00:00,HOU @ SAC,127,12,46,24,6
Washington Wizards,2025-01-16T00:00:00,WAS vs. PHX,123,13,45,28,4
Detroit Pistons,2025-01-16T00:00:00,DET vs. IND,100,9,55,22,7
Cleveland Cavaliers,2025-01-16T00:00:00,CLE @ OKC,114,13,49,32,5
Portland Trail Blazers,2025-01-16T00:00:00,POR vs. LAC,89,9,37,24,1
LA Clippers,2025-01-15T00:00:00,LAC vs. BKN,126,12,46,26,3
Milwaukee Bucks,2025-01-15T00:00:00,MIL vs. ORL,122,7,49,24,10
Houston Rockets,2025-01-15T00:00:00,HOU @ DEN,128,17,40,28,6
Atlanta Hawks,2025-01-15T00:00:00,ATL @ CHI,110,13,51,28,5
Memphis Grizzlies,2025-01-15T00:00:00,MEM @ SAS,129,16,52,28,5
Toronto Raptors,2025-01-15T00:00:00,TOR vs. BOS,110,11,56,35,4
Los Angeles Lakers,2025-01-15T00:00:00,LAL vs. MIA,117,13,34,33,4
New York Knicks,2025-01-15T00:00:00,NYK @ PHI,125,16,45,28,3
Charlotte Hornets,2025-01-15T00:00:00,CHA @ UTA,117,12,45,27,6
New Orleans Pelicans,2025-01-15T00:00:00,NOP vs. DAL,119,13,49,24,8
Golden State Warriors,2025-01-15T00:00:00,GSW @ MIN,116,18,45,26,5
Minnesota Timberwolves,2025-01-15T00:00:00,MIN vs. GSW,115,17,41,21,7
Dallas Mavericks,2025-01-15T00:00:00,DAL @ NOP,116,12,45,27,3
Utah Jazz,2025-01-15T00:00:00,UTA vs. CHA,112,16,36,30,4
Philadelphia 76ers,2025-01-15T00:00:00,PHI vs. NYK,119,13,35,27,2
Miami Heat,2025-01-15T00:00:00,MIA @ LAL,108,16,37,25,6
Boston Celtics,2025-01-15T00:00:00,BOS @ TOR,97,16,45,24,8
San Antonio Spurs,2025-01-15T00:00:00,SAS vs. MEM,115,16,44,22,11
Chicago Bulls,2025-01-15T00:00:00,CHI vs. ATL,94,6,53,23,5
Denver Nuggets,2025-01-15T00:00:00,DEN vs. HOU,108,14,36,22,7
Orlando Magic,2025-01-15T00:00:00,ORL @ MIL,93,12,32,24,1
Brooklyn Nets,2025-01-15T00:00:00,BKN @ LAC,67,5,39,15,2
Denver Nuggets,2025-01-14T00:00:00,DEN @ DAL,118,13,51,28,7
Brooklyn Nets,2025-01-14T00:00:00,BKN @ POR,132,19,44,36,2
Oklahoma City Thunder,2025-01-14T00:00:00,OKC @ PHI,118,12,38,32,4
Milwaukee Bucks,2025-01-14T00:00:00,MIL vs. SAC,130,17,52,32,4
Cleveland Cavaliers,2025-01-14T00:00:00,CLE @ IND,127,15,49,25,6
New Orleans Pelicans,2025-01-14T00:00:00,NOP @ CHI,119,14,46,32,5
Atlanta Hawks,2025-01-14T00:00:00,ATL vs. PHX,122,17,54,22,3
Phoenix Suns,2025-01-14T00:00:00,PHX @ ATL,117,13,37,28,4
Chicago Bulls,2025-01-14T00:00:00,CHI vs. NOP,113,14,57,31,6
Indiana Pacers,2025-01-14T00:00:00,IND vs. CLE,117,12,37,30,3
Sacramento Kings,2025-01-14T00:00:00,SAC @ MIL,115,17,45,25,5
Philadelphia 76ers,2025-01-14T00:00:00,PHI vs. OKC,102,13,35,23,1
Portland Trail Blazers,2025-01-14T00:00:00,POR vs. BKN,114,17,38,20,3
Dallas Mavericks,2025-01-14T00:00:00,DAL vs. DEN,99,9,30,27,6
San Antonio Spurs,2025-01-13T00:00:00,SAS @ LAL,126,13,41,30,5
Minnesota Timberwolves,2025-01-13T00:00:00,MIN @ WAS,120,14,53,20,6
LA Clippers,2025-01-13T00:00:00,LAC vs. MIA,109,13,48,28,6
Detroit Pistons,2025-01-13T00:00:00,DET @ NYK,124,15,39,20,2
Toronto Raptors,2025-01-13T00:00:00,TOR vs. GSW,104,12,44,28,9
Houston Rockets,2025-01-13T00:00:00,HOU vs. MEM,120,16,40,28,8
Memphis Grizzlies,2025-01-13T00:00:00,MEM @ HOU,118,14,31,15,2
Golden State Warriors,2025-01-13T00:00:00,GSW @ TOR,101,16,46,23,4
New York Knicks,2025-01-13T00:00:00,NYK vs. DET,119,15,42,26,2
Miami Heat,2025-01-13T00:00:00,MIA @ LAC,98,17,49,22,3
Washington Wizards,2025-01-13T00:00:00,WAS vs. MIN,106,17,34,27,3
Los Angeles Lakers,2025-01-13T00:00:00,LAL vs. SAS,102,14,40,24,4
Oklahoma City Thunder,2025-01-12T00:00:00,OKC @ WAS,136,13,56,26,4
New York Knicks,2025-01-12T00:00:00,NYK vs. MIL,140,18,49,29,4
Indiana Pacers,2025-01-12T00:00:00,IND @ CLE,108,11,50,30,7
Denver Nuggets,2025-01-12T00:00:00,DEN @ DAL,112,7,55,23,5
Phoenix Suns,2025-01-12T00:00:00,PHX vs. CHA,120,17,39,31,6
Sacramento Kings,2025-01-12T00:00:00,SAC @ CHI,124,13,53,33,3
Orlando Magic,2025-01-12T00:00:00,ORL vs. PHI,104,7,41,23,9
Boston Celtics,2025-01-12T00:00:00,BOS vs. NOP,120,13,55,23,7
Utah Jazz,2025-01-12T00:00:00,UTA vs. BKN,112,17,41,25,6
New Orleans Pelicans,2025-01-12T00:00:00,NOP @ BOS,119,17,42,24,3
Brooklyn Nets,2025-01-12T00:00:00,BKN @ UTA,111,10,54,26,5
Chicago Bulls,2025-01-12T00:00:00,CHI vs. SAC,119,18,45,26,4
Philadelphia 76ers,2025-01-12T00:00:00,PHI @ ORL,99,12,29,17,4
Charlotte Hornets,2025-01-12T00:00:00,CHA @ PHX,113,15,52,30,2
Dallas Mavericks,2025-01-12T00:00:00,DAL vs. DEN,101,12,37,27,5
Cleveland Cavaliers,2025-01-12T00:00:00,CLE vs. IND,93,11,44,24,5
Milwaukee Bucks,2025-01-12T00:00:00,MIL @ NYK,106,10,39,22,3
Washington Wizards,2025-01-12T00:00:00,WAS vs. OKC,95,9,39,20,6
Miami Heat,2025-01-11T00:00:00,MIA @ POR,119,19,43,31,5
Detroit Pistons,2025-01-11T00:00:00,DET vs. TOR,123,19,46,35,5
Phoenix Suns,2025-01-11T00:00:00,PHX vs. UTA,114,13,38,26,4
Memphis Grizzlies,2025-01-11T00:00:00,MEM @ MIN,127,16,46,25,3
Minnesota Timberwolves,2025-01-11T00:00:00,MIN vs. MEM,125,17,41,37,5
Utah Jazz,2025-01-11T00:00:00,UTA @ PHX,106,9,50,26,2
Toronto Raptors,2025-01-11T00:00:00,TOR @ DET,114,16,45,27,3
Portland Trail Blazers,2025-01-11T00:00:00,POR vs. MIA,98,13,51,24,6
Chicago Bulls,2025-01-10T00:00:00,CHI vs. WAS,138,23,55,39,7
Oklahoma City Thunder,2025-01-10T00:00:00,OKC @ NYK,126,14,46,20,9
Denver Nuggets,2025-01-10T00:00:00,DEN vs. BKN,124,9,49,34,5
Sacramento Kings,2025-01-10T00:00:00,SAC @ BOS,114,18,56,26,8
Indiana Pacers,2025-01-10T00:00:00,IND vs. GSW,108,9,48,27,8
New Orleans Pelicans,2025-01-10T00:00:00,NOP @ PHI,123,18,44,31,8
Milwaukee Bucks,2025-01-10T00:00:00,MIL @ ORL,109,9,43,18,5
Orlando Magic,2025-01-10T00:00:00,ORL vs. MIL,106,14,44,20,5
Philadelphia 76ers,2025-01-10T00:00:00,PHI vs. NOP,115,14,42,23,3
Golden State Warriors,2025-01-10T00:00:00,GSW @ IND,96,10,42,25,2
Boston Celtics,2025-01-10T00:00:00,BOS vs. SAC,97,11,43,22,7
Brooklyn Nets,2025-01-10T00:00:00,BKN @ DEN,105,14,39,26,5
New York Knicks,2025-01-10T00:00:00,NYK vs. OKC,101,4,43,18,3
Washington Wizards,2025-01-10T00:00:00,WAS @ CHI,105,18,45,26,4
Minnesota Timberwolves,2025-01-09T00:00:00,MIN @ ORL,104,12,50,21,4
Phoenix Suns,2025-01-09T00:00:00,PHX vs. ATL,123,13,42,33,6
Cleveland Cavaliers,2025-01-09T00:00:00,CLE vs. TOR,132,18,42,31,3
Dallas Mavericks,2025-01-09T00:00:00,DAL vs. POR,117,10,53,26,7
Miami Heat,2025-01-09T00:00:00,MIA @ UTA,97,14,49,26,7
Houston Rockets,2025-01-09T00:00:00,HOU @ MEM,119,13,44,21,3
Golden State Warriors,2025-01-09T00:00:00,GSW @ DET,107,15,49,32,7
Detroit Pistons,2025-01-09T00:00:00,DET vs. GSW,104,14,40,25,7
Memphis Grizzlies,2025-01-09T00:00:00,MEM vs. HOU,115,10,43,20,8
Utah Jazz,2025-01-09T00:00:00,UTA vs. MIA,92,11,49,20,7
Toronto Raptors,2025-01-09T00:00:00,TOR @ CLE,126,14,37,34,2
Portland Trail Blazers,2025-01-09T00:00:00,POR @ DAL,111,16,43,24,7
Atlanta Hawks,2025-01-09T00:00:00,ATL @ PHX,115,15,32,32,3
Orlando Magic,2025-01-09T00:00:00,ORL vs. MIN,89,10,47,21,10
Denver Nuggets,2025-01-08T00:00:00,DEN vs. LAC,126,17,45,29,3
Portland Trail Blazers,2025-01-08T00:00:00,POR @ NOP,119,13,44,24,7
Indiana Pacers,2025-01-08T00:00:00,IND vs. CHI,129,10,46,37,1
Milwaukee Bucks,2025-01-08T00:00:00,MIL vs. SAS,121,19,57,26,4
Detroit Pistons,2025-01-08T00:00:00,DET @ BKN,113,15,42,30,9
New York Knicks,2025-01-08T00:00:00,NYK vs. TOR,112,12,43,24,4
Cleveland Cavaliers,2025-01-08T00:00:00,CLE vs. OKC,129,15,40,36,2
Philadelphia 76ers,2025-01-08T00:00:00,PHI vs. WAS,109,15,36,21,11
Washington Wizards,2025-01-08T00:00:00,WAS @ PHI,103,13,51,26,6
Oklahoma City Thunder,2025-01-08T00:00:00,OKC @ CLE,122,11,38,35,5
Toronto Raptors,2025-01-08T00:00:00,TOR @ NYK,98,10,33,25,6
Brooklyn Nets,2025-01-08T00:00:00,BKN vs. DET,98,13,38,24,4
Chicago Bulls,2025-01-08T00:00:00,CHI @ IND,113,12,39,23,6
San Antonio Spurs,2025-01-08T00:00:00,SAS @ MIL,105,18,46,24,5
New Orleans Pelicans,2025-01-08T00:00:00,NOP vs. POR,100,12,41,19,3
LA Clippers,2025-01-08T00:00:00,LAC @ DEN,103,11,40,14,6
Houston Rockets,2025-01-07T00:00:00,HOU @ WAS,135,15,49,31,2
Dallas Mavericks,2025-01-07T00:00:00,DAL vs. LAL,118,18,44,29,0
Miami Heat,2025-01-07T00:00:00,MIA @ GSW,114,16,48,32,3
Boston Celtics,2025-01-07T00:00:00,BOS @ DEN,118,12,41,30,7
Charlotte Hornets,2025-01-07T00:00:00,CHA vs. PHX,115,13,59,23,5
Minnesota Timberwolves,2025-01-07T00:00:00,MIN @ NOP,104,15,53,26,8
Atlanta Hawks,2025-01-07T00:00:00,ATL @ UTA,124,18,44,35,11
Utah Jazz,2025-01-07T00:00:00,UTA vs. ATL,121,19,47,25,4
New Orleans Pelicans,2025-01-07T00:00:00,NOP vs. MIN,97,12,46,23,5
Phoenix Suns,2025-01-07T00:00:00,PHX @ CHA,104,8,42,27,4
Denver Nuggets,2025-01-07T00:00:00,DEN vs. BOS,106,14,39,22,6
Golden State Warriors,2025-01-07T00:00:00,GSW vs. MIA,98,14,52,28,6
Los Angeles Lakers,2025-01-07T00:00:00,LAL @ DAL,97,11,33,20,6
Washington Wizards,2025-01-07T00:00:00,WAS vs. HOU,112,15,43,21,4
Milwaukee Bucks,2025-01-06T00:00:00,MIL @ TOR,128,22,46,37,8
Memphis Grizzlies,2025-01-06T00:00:00,MEM vs. DAL,119,12,55,24,5
Indiana Pacers,2025-01-06T00:00:00,IND @ BKN,113,12,35,22,5
Phoenix Suns,2025-01-06T00:00:00,PHX @ PHI,109,14,44,32,4
Orlando Magic,2025-01-06T00:00:00,ORL @ NYK,103,11,39,23,5
Sacramento Kings,2025-01-06T00:00:00,SAC vs. MIA,123,13,60,30,8
Chicago Bulls,2025-01-06T00:00:00,CHI vs. SAS,114,13,47,25,4
Detroit Pistons,2025-01-06T00:00:00,DET vs. POR,118,15,45,23,4
Minnesota Timberwolves,2025-01-06T00:00:00,MIN vs. LAC,108,16,55,24,5
LA Clippers,2025-01-06T00:00:00,LAC @ MIN,106,12,49,23,10
Portland Trail Blazers,2025-01-06T00:00:00,POR @ DET,115,16,38,32,4
San Antonio Spurs,2025-01-06T00:00:00,SAS @ CHI,110,15,49,31,12
Miami Heat,2025-01-06T00:00:00,MIA @ SAC,118,11,53,25,6
New York Knicks,2025-01-06T00:00:00,NYK vs. ORL,94,4,38,16,3
Philadelphia 76ers,2025-01-06T00:00:00,PHI vs. PHX,99,15,46,20,4
Brooklyn Nets,2025-01-06T00:00:00,BKN vs. IND,99,10,51,23,3
Dallas Mavericks,2025-01-06T00:00:00,DAL @ MEM,104,13,50,25,8
Toronto Raptors,2025-01-06T00:00:00,TOR vs. MIL,104,9,35,27,4
Sacramento Kings,2025-01-05T00:00:00,SAC @ GSW,129,19,43,31,3
Utah Jazz,2025-01-05T00:00:00,UTA @ ORL,105,11,50,21,5
Oklahoma City Thunder,2025-01-05T00:00:00,OKC vs. BOS,105,16,46,22,6
New Orleans Pelicans,2025-01-05T00:00:00,NOP @ WAS,110,18,49,26,8
Cleveland Cavaliers,2025-01-05T00:00:00,CLE vs. CHA,115,15,41,29,5
Houston Rockets,2025-01-05T00:00:00,HOU vs. LAL,119,14,49,19,4
Los Angeles Lakers,2025-01-05T00:00:00,LAL @ HOU,115,16,39,26,5
Charlotte Hornets,2025-01-05T00:00:00,CHA @ CLE,105,15,48,19,4
Washington Wizards,2025-01-05T00:00:00,WAS vs. NOP,98,11,46,25,4
Orlando Magic,2025-01-05T00:00:00,ORL vs. UTA,92,14,43,25,4
Boston Celtics,2025-01-05T00:00:00,BOS @ OKC,92,9,48,17,5
Golden State Warriors,2025-01-05T00:00:00,GSW vs. SAC,99,12,35,22,3
Utah Jazz,2025-01-04T00:00:00,UTA @ MIA,136,19,57,31,4
Philadelphia 76ers,2025-01-04T00:00:00,PHI @ BKN,123,15,50,31,2
LA Clippers,2025-01-04T00:00:00,LAC vs. ATL,131,13,48,36,3
Indiana Pacers,2025-01-04T00:00:00,IND vs. PHX,126,15,47,35,4
Detroit Pistons,2025-01-04T00:00:00,DET vs. MIN,119,13,47,26,2
Chicago Bulls,2025-01-04T00:00:00,CHI vs. NYK,139,20,43,36,4
Denver Nuggets,2025-01-04T00:00:00,DEN @ SAS,122,10,58,32,7
Golden State Warriors,2025-01-04T00:00:00,GSW vs. MEM,121,23,29,32,5
Portland Trail Blazers,2025-01-04T00:00:00,POR @ MIL,105,13,55,21,3
Milwaukee Bucks,2025-01-04T00:00:00,MIL vs. POR,102,13,43,25,3
Memphis Grizzlies,2025-01-04T00:00:00,MEM @ GSW,113,9,43,29,7
San Antonio Spurs,2025-01-04T00:00:00,SAS vs. DEN,111,13,58,28,7
New York Knicks,2025-01-04T00:00:00,NYK @ CHI,126,8,49,27,3
Minnesota Timberwolves,2025-01-04T00:00:00,MIN @ DET,105,16,33,20,4
Phoenix Suns,2025-01-04T00:00:00,PHX @ IND,108,12,36,30,7
Atlanta Hawks,2025-01-04T00:00:00,ATL @ LAC,105,16,43,30,4
Brooklyn Nets,2025-01-04T00:00:00,BKN vs. PHI,94,14,39,22,4
Miami Heat,2025-01-04T00:00:00,MIA vs. UTA,100,9,32,25,7
Boston Celtics,2025-01-03T00:00:00,BOS @ HOU,109,19,41,20,8
Los Angeles Lakers,2025-01-03T00:00:00,LAL vs. ATL,119,13,56,28,6
Cleveland Cavaliers,2025-01-03T00:00:00,CLE @ DAL,134,15,46,38,7
New Orleans Pelicans,2025-01-03T00:00:00,NOP vs. WAS,132,18,37,36,6
Oklahoma City Thunder,2025-01-03T00:00:00,OKC vs. NYK,117,14,41,27,7
Orlando Magic,2025-01-03T00:00:00,ORL @ TOR,106,19,42,32,8
Sacramento Kings,2025-01-03T00:00:00,SAC vs. MEM,138,21,37,32,8
Detroit Pistons,2025-01-03T00:00:00,DET vs. CHA,98,12,51,21,7
San Antonio Spurs,2025-01-03T00:00:00,SAS @ DEN,113,13,56,31,3
Denver Nuggets,2025-01-03T00:00:00,DEN vs. SAS,110,15,46,33,7
Charlotte Hornets,2025-01-03T00:00:00,CHA @ DET,94,9,45,25,6
Memphis Grizzlies,2025-01-03T00:00:00,MEM @ SAC,133,17,51,31,4
Toronto Raptors,2025-01-03T00:00:00,TOR vs. ORL,97,10,37,28,1
New York Knicks,2025-01-03T00:00:00,NYK @ OKC,107,9,42,22,2
Dallas Mavericks,2025-01-03T00:00:00,DAL vs. CLE,122,12,53,29,4
Washington Wizards,2025-01-03T00:00:00,WAS @ NOP,120,9,48,28,0
Atlanta Hawks,2025-01-03T00:00:00,ATL @ LAL,102,6,39,22,3
Houston Rockets,2025-01-03T00:00:00,HOU vs. BOS,86,10,37,9,4
Golden State Warriors,2025-01-02T00:00:00,GSW vs. PHI,139,22,43,41,8
Oklahoma City Thunder,2025-01-02T00:00:00,OKC vs. LAC,116,14,35,29,3
Indiana Pacers,2025-01-02T00:00:00,IND @ MIA,128,17,39,35,4
Los Angeles Lakers,2025-01-02T00:00:00,LAL vs. POR,114,15,43,30,3
Boston Celtics,2025-01-02T00:00:00,BOS @ MIN,118,22,31,30,4
Brooklyn Nets,2025-01-02T00:00:00,BKN @ MIL,113,12,51,26,3
Minnesota Timberwolves,2025-01-02T00:00:00,MIN vs. BOS,115,21,41,24,2
Milwaukee Bucks,2025-01-02T00:00:00,MIL vs. BKN,110,11,46,21,6
Portland Trail Blazers,2025-01-02T00:00:00,POR @ LAL,106,9,42,24,4
Miami Heat,2025-01-02T00:00:00,MIA vs. IND,115,11,39,34,6
LA Clippers,2025-01-02T00:00:00,LAC @ OKC,98,11,45,25,1
Philadelphia 76ers,2025-01-02T00:00:00,PHI @ GSW,105,9,33,17,6
Denver Nuggets,2025-01-01T00:00:00,DEN vs. ATL,139,12,43,44,5
Washington Wizards,2025-01-01T00:00:00,WAS vs. CHI,125,17,42,36,3
